Word,Frequency
potter,13
series,75
ron,7
weasley,7
s,494
sister,6
s,494
name,102
his,24
first,238
appearance,7
first,238
book,43
series,75
harry,16
potter,13
philosopher,2
s,494
stone,3
best,30
friend,6
harry,16
potter,13
hermione,3
granger,2
ron,7
weasley,7
s,494
sister,6
s,494
name,102
he,98
member,18
weasley,7
family,31
pure,3
blood,14
family,31
reside,4
the,648
burrow,1
outside,11
ottery,1
st,42
catchpole,1
ron,7
weasley,7
s,494
sister,6
s,494
name,102
along,23
harry,16
hermione,3
member,18
gryffindor,1
house,15
ron,7
weasley,7
s,494
sister,6
s,494
name,102
ron,7
present,9
action,18
throughout,12
series,75
due,17
friendship,2
harry,16
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
i,44
confess,9
drama,10
film,79
directed,10
alfred,2
hitchcock,5
starring,10
montgomery,11
clift,9
fr,1
michael,10
william,9
logan,2
catholic,8
priest,2
anne,2
baxter,1
ruth,1
grandfort,1
karl,1
malden,1
inspector,1
larrue,1
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
biographers,1
say,3
hitchcock,5
trouble,3
method,7
actors,11
clift,9
paul,14
newman,1
worked,2
torn,1
curtain,1
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
in,210
booklength,1
interview,2
hitchcocktruffaut,1
hitchcock,5
said,14
hired,1
anita,1
björk,2
female,4
lead,17
i,44
confess,9
seeing,1
miss,19
julie,3
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
however,31
björk,2
arrived,2
hollywood,7
lover,2
baby,13
warner,2
bros,2
insisted,1
hitchcock,5
find,5
another,10
actress,16
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
the,648
film,79
based,32
french,23
play,15
paul,14
anthelme,1
called,47
nos,1
deux,1
consciences,1
play,15
hitchcock,5
saw,5
s,494
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
the,648
screenplay,1
written,17
george,44
tabori,1
who,82
was,7
in,210
the,648
movie,35
i,44
confess,9
with,18
montgomery,11
clift,9
the,648
movie,35
largely,11
filmed,1
location,6
quebec,2
city,117
numerous,16
shots,1
city,117
landscape,2
interiors,1
churches,2
emblematic,1
buildings,9
château,1
frontenac,1
merle,6
haggard,8
born,66
merle,6
ronald,2
haggard,8
born,66
april,28
american,137
country,86
western,31
song,84
writer,5
singer,14
guitarist,9
fiddler,1
instrumentalist,1
merle,6
haggard,8
born,66
along,23
buck,3
owens,1
haggard,8
band,36
the,648
strangers,1
helped,6
create,9
bakersfield,1
sound,8
characterized,3
unique,7
twang,1
fender,1
telecaster,1
unique,7
mix,5
traditional,7
country,86
steel,5
guitar,14
sound,8
new,98
vocal,5
harmony,1
styles,3
words,2
minimal,1
rough,2
edge,1
heard,1
polished,1
nashville,1
sound,8
recordings,2
era,5
merle,6
haggard,8
born,66
by,9
s,494
haggard,8
aligned,2
growing,4
outlaw,15
country,86
movement,14
continued,8
release,17
successful,12
albums,19
s,494
s,494
merle,6
haggard,8
born,66
in,210
inducted,4
country,86
music,32
hall,8
fame,11
merle,6
haggard,8
born,66
in,210
inducted,4
oklahoma,28
music,32
hall,8
fame,11
matt,9
s,494
power,46
power,46
five,32
matthew,3
j,7
freeman,4
main,22
protagonist,3
anthony,26
horowitz,1
s,494
the,648
power,46
five,32
novels,5
raven,1
s,494
gate,1
evil,4
star,11
one,163
protagonists,2
necropolis,2
although,32
main,22
protagonist,3
matt,9
s,494
power,46
power,46
five,32
he,98
also,166
briefly,6
appeared,8
third,25
book,43
series,75
nightrise,1
matt,9
s,494
power,46
power,46
five,32
he,98
born,66
london,6
england,16
english,17
mother,6
father,23
new,98
zealand,5
matt,9
s,494
power,46
power,46
five,32
however,31
death,20
parents,13
went,6
live,18
ipswich,1
york,31
matt,9
s,494
power,46
power,46
five,32
his,24
bedsheet,1
wetted,1
several,33
times,69
matt,9
s,494
power,46
power,46
five,32
he,98
years,62
old,36
start,19
series,75
turns,1
necropolis,2
destined,1
become,65
leader,13
the,648
five,32
matt,9
s,494
power,46
power,46
five,32
he,98
described,9
short,8
dark,2
hair,1
blue,8
eyes,2
broad,4
shoulders,1
muscular,2
body,58
like,23
model,37
footballer,1
article,15
resolution,4
proposing,2
nineteenth,6
amendment,19
article,15
article,15
five,32
united,176
states,222
constitution,31
describes,10
process,12
whereby,1
constitution,31
may,112
altered,3
article,15
altering,1
constitution,31
consists,11
proposing,2
amendment,19
amendments,4
subsequent,7
ratification,3
article,15
amendments,4
may,112
proposed,11
either,19
article,15
twothirds,4
houses,3
united,176
states,222
congress,40
article,15
national,80
convention,5
assembled,1
request,2
legislatures,5
least,14
twothirds,4
states,222
article,15
to,17
become,65
part,95
constitution,31
amendments,4
must,12
ratified,2
either,19
approval,4
article,15
legislatures,5
threefourths,2
states,222
article,15
state,122
ratifying,2
conventions,3
held,26
threefourths,2
states,222
article,15
congress,40
discretion,1
method,7
ratification,3
used,108
article,15
any,1
amendment,19
ratified,2
becomes,2
valid,1
part,95
constitution,31
provided,5
state,122
shall,1
deprived,1
equal,5
suffrage,2
senate,7
without,22
consent,3
what,105
name,102
norwegian,4
known,138
father,23
modern,26
skiing,11
responsible,14
telemark,4
skiing,11
spring,4
ski,2
touring,1
hardangervidda,1
norway,3
what,105
name,102
norwegian,4
known,138
father,23
modern,26
skiing,11
responsible,14
telemark,4
skiing,11
skiing,11
recreational,5
activity,5
competitive,3
sport,7
participant,1
attaches,1
long,49
runners,1
skis,1
boots,1
shoes,1
feet,2
uses,17
travel,3
top,48
snow,4
what,105
name,102
norwegian,4
known,138
father,23
modern,26
skiing,11
responsible,14
telemark,4
skiing,11
aside,1
recreation,2
competition,4
skiing,11
used,108
military,21
purposes,2
even,13
travelling,2
areas,12
experience,2
heavy,14
snowfall,1
what,105
name,102
norwegian,4
known,138
father,23
modern,26
skiing,11
responsible,14
telemark,4
skiing,11
many,394
types,34
competitive,3
skiing,11
events,15
recognized,8
international,23
olympic,21
committee,5
international,23
ski,2
federation,5
what,105
function,17
albumin,21
human,46
serum,3
albumin,21
abundant,1
protein,5
human,46
blood,14
plasma,4
what,105
function,17
albumin,21
it,146
produced,19
liver,2
what,105
function,17
albumin,21
albumin,21
constitutes,2
half,13
blood,14
serum,3
protein,5
what,105
function,17
albumin,21
it,146
soluble,1
monomeric,1
what,105
function,17
albumin,21
albumin,21
transports,1
hormones,12
fatty,2
acids,3
compounds,3
buffers,1
ph,1
maintains,3
osmotic,1
pressure,13
among,26
functions,13
what,105
function,17
albumin,21
albumin,21
synthesized,3
liver,2
preproalbumin,1
nterminal,1
peptide,2
removed,13
nascent,1
protein,5
released,48
rough,2
endoplasmic,1
reticulum,1
what,105
function,17
albumin,21
the,648
product,14
proalbumin,1
turn,6
cleaved,1
golgi,1
vesicles,1
produce,14
secreted,1
albumin,21
what,105
function,17
albumin,21
the,648
reference,4
range,30
albumin,21
concentrations,3
blood,14
gdl,1
what,105
function,17
albumin,21
it,146
serum,3
halflife,2
approximately,16
days,26
what,105
function,17
albumin,21
it,146
molecular,1
mass,8
kda,1
what,105
function,17
albumin,21
the,648
gene,4
albumin,21
located,37
chromosome,3
mutations,1
gene,4
result,12
anomalous,1
proteins,3
what,105
function,17
albumin,21
the,648
human,46
albumin,21
gene,4
nucleotides,1
long,49
putative,1
cap,1
site,11
first,238
poly,1
a,111
addition,18
site,11
what,105
function,17
albumin,21
it,146
split,7
exons,1
symmetrically,1
placed,6
within,28
domains,2
thought,4
arisen,1
triplication,1
single,27
primordial,1
domain,3
g,15
wireless,12
networks,12
launched,13
united,176
states,222
in,210
telecommunications,1
g,15
fourth,9
generation,4
mobile,12
phone,7
mobile,12
communication,3
technology,15
standards,8
g,15
wireless,12
networks,12
launched,13
united,176
states,222
it,146
successor,1
third,25
generation,4
g,15
standards,8
g,15
wireless,12
networks,12
launched,13
united,176
states,222
a,111
g,15
system,72
provides,8
mobile,12
ultrabroadband,1
internet,4
access,8
example,19
laptops,1
usb,4
wireless,12
modems,2
smartphones,3
mobile,12
devices,10
g,15
wireless,12
networks,12
launched,13
united,176
states,222
conceivable,1
applications,7
include,33
amended,2
mobile,12
web,16
access,8
ip,1
telephony,1
gaming,2
services,10
highdefinition,1
mobile,12
tv,20
video,23
conferencing,1
d,14
television,41
cloud,2
computing,5
g,15
wireless,12
networks,12
launched,13
united,176
states,222
two,84
g,15
candidate,7
systems,20
commercially,4
deployed,3
mobile,12
wimax,4
standard,16
first,238
south,43
korea,1
firstrelease,2
long,49
term,34
evolution,2
lte,3
standard,16
oslo,1
norway,3
stockholm,1
sweden,2
since,58
g,15
wireless,12
networks,12
launched,13
united,176
states,222
it,146
however,31
debated,1
firstrelease,2
versions,2
considered,28
g,15
discussed,2
technical,3
definition,5
section,9
g,15
wireless,12
networks,12
launched,13
united,176
states,222
in,210
us,130
sprint,1
nextel,1
deployed,3
mobile,12
wimax,4
networks,12
since,58
metropcs,1
first,238
operator,1
offer,3
lte,3
service,20
g,15
wireless,12
networks,12
launched,13
united,176
states,222
usb,4
wireless,12
modems,2
available,17
since,58
start,19
wimax,4
smartphones,3
available,17
since,58
lte,3
smartphones,3
since,58
g,15
wireless,12
networks,12
launched,13
united,176
states,222
equipment,17
made,59
different,61
continents,2
always,5
compatible,1
different,61
frequency,13
bands,2
g,15
wireless,12
networks,12
launched,13
united,176
states,222
mobile,12
wimax,4
currently,19
april,28
available,17
european,24
market,10
country,86
ecuador,22
known,138
ecuador,22
officially,10
republic,49
ecuador,22
literally,1
translates,1
republic,49
equator,5
representative,4
democratic,9
republic,49
south,43
america,41
bordered,3
colombia,4
north,56
peru,1
east,18
south,43
pacific,26
ocean,44
west,29
country,86
ecuador,22
known,138
it,146
chile,1
two,84
countries,33
south,43
america,41
border,14
brazil,2
country,86
ecuador,22
known,138
ecuador,22
also,166
includes,16
galápagos,3
islands,19
pacific,26
west,29
mainland,1
country,86
ecuador,22
known,138
the,648
main,22
spoken,2
language,12
ecuador,22
spanish,18
population,38
country,86
ecuador,22
known,138
languages,4
official,18
use,41
native,10
communities,2
include,33
quichua,1
shuar,1
languages,4
country,86
ecuador,22
known,138
ecuador,22
area,66
country,86
ecuador,22
known,138
its,14
capital,33
city,117
quito,1
declared,12
world,177
heritage,2
site,11
unesco,2
s,494
best,30
preserved,2
least,14
altered,3
historic,8
center,22
latin,17
america,41
country,86
ecuador,22
known,138
the,648
country,86
s,494
largest,36
city,117
guayaquil,1
country,86
ecuador,22
known,138
the,648
historic,8
center,22
cuenca,1
third,25
largest,36
city,117
country,86
size,8
economically,3
also,166
declared,12
world,177
heritage,2
site,11
outstanding,6
example,19
planned,7
inland,11
spanish,18
style,6
colonial,18
city,117
americas,6
country,86
ecuador,22
known,138
ecuador,22
also,166
home,41
great,22
variety,14
species,15
many,394
endemic,1
like,23
galápagos,3
islands,19
country,86
ecuador,22
known,138
this,42
species,15
diversity,2
makes,10
ecuador,22
one,163
megadiverse,1
countries,33
world,177
country,86
ecuador,22
known,138
the,648
new,98
constitution,31
first,238
world,177
recognize,1
legally,2
enforceable,1
rights,17
nature,42
ecosystem,1
rights,17
country,86
ecuador,22
known,138
ecuador,22
presidential,9
republic,49
became,52
independent,19
part,95
spanish,18
colonial,18
empire,50
much,92
shorter,2
time,86
republic,49
gran,2
colombia,4
country,86
ecuador,22
known,138
it,146
mediumincome,1
country,86
hdi,2
score,3
chicken,1
chow,2
mein,2
chow,2
mein,2
chinese,3
fried,1
noodles,2
chinese,3
term,34
dish,2
stirfried,1
noodles,2
many,394
varieties,3
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
the,648
dominican,42
republic,49
nation,28
island,28
hispaniola,2
part,95
greater,10
antilles,2
archipelago,13
caribbean,10
region,17
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
the,648
western,31
third,25
island,28
occupied,2
nation,28
haiti,1
making,19
hispaniola,2
one,163
two,84
caribbean,10
islands,19
along,23
saint,9
martin,21
shared,5
two,84
countries,33
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
both,7
area,66
population,38
dominican,42
republic,49
second,48
largest,36
caribbean,10
nation,28
cuba,24
estimated,15
million,53
people,127
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
taínos,1
inhabited,1
dominican,42
republic,49
since,58
th,86
century,58
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
christopher,2
columbus,1
landed,1
became,52
site,11
first,238
permanent,5
european,24
settlement,3
americas,6
namely,3
santo,1
domingo,1
country,86
s,494
capital,33
spain,6
s,494
first,238
capital,33
new,98
world,177
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
after,22
three,78
centuries,10
spanish,18
rule,16
french,23
haitian,4
interludes,1
country,86
became,52
independent,19
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
the,648
ruler,6
josé,1
núñez,2
de,11
cáceres,1
intended,3
dominican,42
republic,49
part,95
nation,28
gran,2
colombia,4
quickly,6
removed,13
haitian,4
government,54
dominican,42
slave,11
revolts,1
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
victorious,1
dominican,42
war,118
independence,9
dominicans,3
experienced,4
mostly,8
internal,3
strife,2
also,166
brief,3
return,10
spanish,18
rule,16
next,17
years,62
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
the,648
united,176
states,222
occupation,4
subsequent,7
calm,1
prosperous,2
sixyear,1
period,31
horacio,1
vásquez,1
lajara,1
followed,20
dictatorship,2
rafael,2
leonidas,1
trujillo,1
molina,1
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
the,648
civil,15
war,118
country,86
s,494
last,22
ended,8
usled,1
intervention,1
followed,20
authoritarian,1
rule,16
joaquín,1
balaguer,1
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
since,58
dominican,42
republic,49
moved,12
toward,5
representative,4
democracy,9
led,28
leonel,2
fernández,2
time,86
dominican,42
republic,49
s,494
important,46
natural,38
resource,27
danilo,1
medina,1
dominican,42
republic,49
s,494
current,42
